Load GaoDataSet from dataset/solub_train.csv ... done (8205 lines, 14.448 seconds) 
>>> Training of the Model >>>
Start at:  Thu May 12 10:42:22 2022
PID:       807037
# of all graphs/labels:      8204
# of training graphs/labels: 6563
# of test graphs/labels:     1641
Learning rate:               1E-03
Batch size:                  64
Maximum epochs:              5
Output frequency:            1
Params filename prefix:      models/solub
Device:                      cuda:0
----------------------------------------------------------------------------------------------------
     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
         0          0.0051          0.0053         33.0704   models/solub-0
         1          0.0019          0.0025         31.2474   models/solub-1
         2          0.0012          0.0020         31.7205   models/solub-2
         3          0.0006          0.0017         31.3036   models/solub-3
         4          0.0006          0.0018         32.1579   models/solub-4
         5          0.0006          0.0018         32.1716   models/solub-5
----------------------------------------------------------------------------------------------------
Final loss: 0.0006
Total training time: 191.6715 seconds
>>> Training of the Model Accomplished! >>>
End at:  Thu May 12 10:45:33 2022
 2201     -0.03010350     -0.04073163
 2202     -0.03265724     -0.08705056
 2203     -0.01832888     -0.03177693
 2204     -0.01316073     -0.00934771
 2205     -0.03660369     -0.02046362
 2206      0.00011241     -0.01946848
 2207     -0.02485696     -0.02806593
 2208     -0.01680678     -0.02478105
 2209     -0.00243720     -0.04730019
 2210     -0.03765853     -0.02268558
 2211     -0.01683142     -0.03061990
 2212     -0.03549815     -0.02282291
 2213     -0.00319647     -0.01600275
 2214      1.47311693     -0.01141286
 2215     -0.00700239     -0.02878878
 2216      0.00487169     -0.04428315
 2217      0.00842246     -0.03064401
 2218      0.01686461     -0.02615884
 2219     -0.01880002     -0.02463339
 2220     -0.03789961     -0.02998925
 2221     -0.03425196     -0.03964448
 2222     -0.03749002     -0.04846163
 2223     -0.03742642     -0.05528737
 2224     -0.03742156     -0.02274583
 2225     -0.03636839     -0.02456233
 2226     -0.03192836     -0.01888479
 2227     -0.03631051     -0.03629842
 2228     -0.03047718     -0.02452368
 2229     -0.01313433     -0.03342631
 2230     -0.01313441     -0.04168724
 2231     -0.03791354     -0.02721426
 2232     -0.02423020     -0.02665141
 2233     -0.03176134     -0.04523082
 2234     -0.00300547     -0.02897116
 2235      0.00813874     -0.03297291
 2236     -0.03694504     -0.03284156
 2237     -0.00300632     -0.02528354
 2238      0.01509876     -0.04050537
 2239     -0.03556835     -0.02123522
 2240     -0.03533740     -0.02300630
 2241     -0.01061271     -0.03389081
 2242     -0.03281865     -0.04125298
 2243     -0.03765899     -0.01923154
 2244     -0.01454875     -0.03419375
 2245     -0.03465609     -0.05408527
 2246     -0.03612245     -0.02264503
 2247     -0.01981614     -0.02956261
 2248     -0.03530850     -0.05066514
 2249     -0.02759923     -0.02644748
 2250     -0.03775478     -0.03781479
 2251     -0.03377455     -0.03258593
 2252     -0.03613708     -0.02555396
 2253     -0.03466581     -0.01397744
 2254      0.00086287     -0.03919395
 2255     -0.00723897     -0.01600296
 2256     -0.03007391     -0.02571975
 2257     -0.01326549     -0.03003742
 2258     -0.02366829     -0.02555185
 2259     -0.03763627     -0.03569706
 2260     -0.03381799     -0.02065728
 2261     -0.01535498     -0.02625023
 2262     -0.01414703     -0.03357361
 2263      0.01717840     -0.03545919
 2264     -0.03521364     -0.01098111
 2265     -0.03785226     -0.01652266
 2266     -0.01223205     -0.00844514
 2267     -0.00797041     -0.02612679
 2268     -0.01229414     -0.02943393
 2269     -0.01153978     -0.03053029
 2270     -0.03482263     -0.02586551
 2271     -0.03764828     -0.04580121
 2272     -0.03744880     -0.02132105
 2273     -0.03586069     -0.02776569
 2274     -0.03789448     -0.01878490
 2275     -0.03711729     -0.04158650
 2276     -0.01394719     -0.02424172
 2277     -0.02936927     -0.00824597
 2278      0.00113912     -0.08724915
 2279     -0.01182282     -0.02317886
 2280     -0.02528194     -0.02333253
 2281     -0.01820274     -0.03661246
 2282     -0.01009422     -0.01595186
 2283     -0.01745843     -0.04242004
 2284     -0.02036329     -0.02665095
 2285     -0.02486489     -0.03789351
 2286     -0.01778044     -0.01675490
 2287     -0.03473175     -0.02822317
 2288     -0.03051620     -0.01221212
 2289     -0.02446885     -0.01603072
 2290     -0.03666754     -0.01970202
 2291     -0.01656646     -0.00825944
 2292     -0.03536439     -0.02933023
 2293     -0.02110762     -0.02799379
 2294     -0.02999362     -0.02264321
 2295     -0.03325535     -0.03172458
 2296     -0.03239666     -0.02150624
 2297     -0.01607586     -0.05171227
 2298     -0.01522180     -0.04281095
 2299     -0.03747965     -0.04310229
 2300     -0.00645175     -0.02427372
 2301     -0.02463128     -0.02658500
 2302     -0.01681329     -0.02531217
 2303     -0.03530107     -0.02198692
 2304     -0.02335059     -0.01591157
 2305     -0.02380242     -0.02311831
 2306     -0.02967881     -0.04077665
 2307     -0.02026648     -0.05540908
 2308     -0.03523515     -0.03685459
 2309     -0.03567464     -0.01827247
 2310     -0.03693784     -0.02076690
 2311     -0.00191873     -0.02037779
 2312     -0.03853640     -0.02125010
 2313     -0.03130563     -0.01476968
 2314      0.01321259     -0.03764620
 2315     -0.01726013     -0.02278759
 2316     -0.01456794     -0.03154617
 2317     -0.01705020     -0.02582707
 2318     -0.01560326     -0.02328507
 2319     -0.03610384     -0.05003347
 2320     -0.03712671     -0.04775668
 2321     -0.02916866     -0.03406776
 2322     -0.03766141     -0.02911858
 2323      0.01551283     -0.02768031
 2324     -0.00720149     -0.02273225
 2325     -0.01061506     -0.02327411
 2326     -0.02382182     -0.02098592
 2327     -0.00825831     -0.02741216
 2328      0.01466132     -0.07947215
 2329     -0.01275195     -0.02573973
 2330     -0.01434078     -0.02850820
 2331     -0.03666920     -0.02128294
 2332     -0.03674315     -0.01963222
 2333     -0.03472024     -0.03217493
 2334     -0.01818361     -0.02270407
 2335     -0.03238557     -0.01766524
 2336     -0.02117328     -0.02555185
 2337     -0.03403975     -0.06117722
 2338     -0.00045213     -0.02237235
 2339     -0.03463163     -0.03650101
 2340     -0.00948724     -0.00945820
 2341      0.01986137     -0.02728571
 2342     -0.01895214     -0.02475892
 2343     -0.03440811     -0.03146185
 2344     -0.03308492     -0.05960050
 2345     -0.03707305     -0.03948337
 2346     -0.00278112     -0.03078688
 2347      0.00078720     -0.02767164
 2348     -0.02391361     -0.02823256
 2349     -0.00995155     -0.03199405
 2350      0.00304274     -0.02688439
 2351     -0.03630743     -0.01908248
 2352     -0.03412783     -0.03247900
 2353     -0.01610899     -0.01885203
 2354     -0.01082100     -0.03040568
 2355     -0.03748848     -0.02249264
 2356     -0.01334812     -0.03703527
 2357     -0.03625235     -0.01980071
 2358     -0.03345221     -0.04130436
 2359     -0.02959911     -0.02360217
 2360     -0.03574089     -0.02767743
 2361     -0.01586365     -0.02851884
 2362     -0.03441958     -0.04689396
 2363     -0.01877132     -0.02632795
 2364     -0.01748334     -0.01888049
 2365     -0.03692236     -0.02600186
 2366     -0.03687905     -0.03582422
 2367     -0.02980210     -0.01957315
 2368     -0.00733358     -0.01466705
 2369     -0.01526387     -0.03788643
 2370     -0.02190510     -0.02383183
 2371      0.02038029     -0.04686056
 2372      0.00154068     -0.09094185
 2373      0.00356893     -0.04018764
 2374     -0.01519556     -0.02717383
 2375     -0.03519377     -0.01257163
 2376     -0.02833330     -0.03777301
 2377     -0.02231950     -0.01922396
 2378     -0.02748542     -0.01090786
 2379     -0.03628422     -0.02026505
 2380     -0.02624809     -0.02267604
 2381     -0.01390309     -0.02129918
 2382     -0.03403882     -0.02622210
 2383     -0.03284016     -0.03910767
 2384     -0.03634517     -0.03987807
 2385     -0.01967533     -0.03172747
 2386      0.00348852     -0.02477480
 2387     -0.02901487     -0.01887772
 2388      0.01221332     -0.07964154
 2389     -0.00719800     -0.02347184
 2390     -0.02016601      0.00070857
 2391     -0.03701282     -0.02824384
 2392     -0.03603532     -0.04439779
 2393     -0.03871358     -0.02464234
 2394     -0.00358111     -0.02603495
 2395     -0.03545831     -0.03476466
 2396     -0.01322775     -0.07983442
 2397     -0.03505137     -0.02310909
 2398     -0.02375949     -0.03490468
 2399     -0.01188567     -0.02727109
 2400     -0.03387872     -0.02410548
 2401     -0.01678884     -0.02378207
 2402     -0.01272512     -0.02086211
 2403     -0.03744061     -0.01304777
 2404     -0.01578168     -0.02603365
 2405     -0.03491901     -0.00614911
 2406     -0.03684461     -0.02699607
 2407     -0.03591301     -0.02147683
 2408     -0.01195939     -0.03192005
 2409     -0.03168999     -0.04634491
 2410     -0.03848647     -0.03098138
 2411     -0.03289909     -0.02270686
 2412     -0.00602985     -0.02964478
 2413     -0.03369763     -0.02142416
 2414     -0.01717213     -0.01641306
 2415     -0.03361810     -0.05287348
 2416      0.01452694     -0.04582822
 2417     -0.00250285     -0.02306085
 2418     -0.01034805     -0.02729621
 2419     -0.01062743     -0.01901760
 2420     -0.02989374     -0.02371966
 2421      0.00072713     -0.02882169
 2422     -0.02691622     -0.01959658
 2423     -0.01449627     -0.03016839
 2424     -0.03288298     -0.03360190
 2425      0.00007331     -0.03697565
 2426     -0.03344126     -0.02915093
 2427     -0.02031944     -0.01827542
 2428     -0.03336440     -0.02742447
 2429     -0.03447597     -0.03253648
 2430     -0.01974281     -0.08823729
 2431     -0.03644077     -0.03550876
 2432     -0.01141225     -0.03385856
 2433     -0.02347266     -0.02318247
 2434     -0.03026800     -0.02756636
 2435     -0.00200553     -0.03007354
 2436     -0.03538669     -0.02962753
 2437     -0.02599819     -0.01520891
 2438     -0.00895768     -0.02489037
 2439     -0.01973199     -0.02908235
 2440     -0.03742182     -0.01712605
 2441     -0.02393000     -0.01869102
 2442      0.00275284     -0.05297489
 2443     -0.01444546     -0.02284771
 2444     -0.02322166     -0.01618577
 2445     -0.02879259     -0.01727264
 2446     -0.03783177     -0.03981283
 2447     -0.03663409     -0.02087414
 2448     -0.00959385     -0.01575493
 2449     -0.02409835     -0.03612762
 2450     -0.02671495     -0.02516772
 2451     -0.01478573     -0.02164860
 2452     -0.03605737     -0.02668197
 2453     -0.03169572     -0.00486952
 2454     -0.03641778     -0.05246116
 2455      0.01523357     -0.02847994
 2456      0.02251790     -0.03101347
 2457     -0.01403879     -0.03489517
 2458     -0.03688354     -0.04395958
 2459     -0.03050901     -0.02216950
 2460      0.01778381     -0.08127880
 2461     -0.03547013     -0.02873001
 2462     -0.03631477     -0.01713764
 2463      0.00224370     -0.02626349
 2464     -0.03772981     -0.00252508
 2465     -0.03242194     -0.00826398
 2466     -0.02834658     -0.01906430
 2467     -0.02914613     -0.02626532
 2468     -0.02426140     -0.04703551
 2469     -0.01191910     -0.02357396
 2470     -0.01771281     -0.04585646
 2471     -0.03520478     -0.03639947
 2472     -0.00988206     -0.02922972
 2473     -0.00176096     -0.02294277
 2474     -0.03743856     -0.02469542
 2475     -0.03758343     -0.02846642
 2476     -0.00128754     -0.01853480
 2477     -0.02542207     -0.01177020
 2478     -0.01778978     -0.02161549
 2479     -0.02192793     -0.01964647
 2480      0.01971079     -0.05264945
 2481     -0.02558225     -0.01710542
 2482     -0.01476562     -0.02011793
 2483     -0.03629445     -0.02993014
 2484     -0.03404660     -0.02724408
 2485     -0.01256626     -0.00844514
 2486      0.00466191     -0.03459099
 2487     -0.01780452     -0.03566171
 2488      0.00428063     -0.03388147
 2489     -0.00929277     -0.01581140
 2490     -0.00516970     -0.02890180
 2491     -0.02751048     -0.02558182
 2492     -0.03077134     -0.02884992
 2493     -0.01646011     -0.02471080
 2494     -0.02698709     -0.08298938
 2495     -0.01134598     -0.02213157
 2496      0.02546094     -0.03955460
 2497     -0.03560017     -0.10620277
 2498     -0.02142472     -0.05337958
 2499     -0.03567999     -0.02853281
 2500     -0.03583319     -0.04933362
 2501     -0.01655759     -0.03871287
 2502     -0.00530150     -0.03461736
 2503     -0.03298377     -0.03653885
 2504     -0.01444254     -0.02419874
 2505     -0.03668500     -0.01190611
 2506     -0.03435201     -0.02595003
 2507     -0.01470372     -0.02697314
 2508     -0.03454928     -0.02307805
 2509      0.00570819     -0.02460629
 2510     -0.03236097     -0.01986662
 2511     -0.03152057     -0.03276946
 2512     -0.01140783     -0.02824025
 2513     -0.00032704     -0.05534140
 2514     -0.00407989     -0.01441378
 2515     -0.03222098     -0.02646345
 2516     -0.00851914     -0.03323605
 2517      0.00113076     -0.02974395
 2518     -0.01231676     -0.02849307
 2519     -0.00197684     -0.02103877
 2520     -0.03320643     -0.01506734
 2521     -0.03437161     -0.02996000
 2522     -0.02565690     -0.01692353
 2523     -0.03418298     -0.01477423
 2524     -0.02747406     -0.02087519
 2525     -0.02180103     -0.01542498
 2526     -0.02058825     -0.12182790
 2527     -0.00019959     -0.01049093
 2528      0.00588012     -0.02157150
 2529     -0.01179944     -0.02352695
 2530     -0.03757000     -0.05643458
 2531     -0.00291483     -0.02538212
 2532     -0.03777263     -0.04225043
 2533      0.01992512     -0.04031294
 2534     -0.01229499     -0.04538665
 2535     -0.03731093     -0.01270024
 2536     -0.02740183     -0.08132730
 2537     -0.02639334     -0.02171597
 2538      0.01318646     -0.02970256
 2539     -0.03734830     -0.01530797
 2540     -0.03613501     -0.02897767
 2541     -0.00329828     -0.05727116
 2542      0.00103510     -0.08603454
 2543     -0.02893780     -0.02965043
 2544      0.01459714     -0.03332149
 2545     -0.03338119     -0.02788316
 2546     -0.02804323     -0.02048283
 2547      0.01513806     -0.03294899
 2548     -0.02591849     -0.01868309
 2549      0.00446772     -0.02851852
 2550     -0.03539012     -0.01221479
 2551     -0.01776865     -0.01654791
 2552     -0.01851534     -0.03176094
 2553     -0.01166542     -0.02681698
 2554     -0.01402164     -0.02067623
 2555     -0.01057920     -0.01223968
 2556     -0.00281737     -0.05940230
 2557     -0.03644747     -0.02459046
 2558     -0.03517207     -0.04141409
 2559     -0.03757089     -0.02367820
 2560     -0.03022114     -0.01390730
 2561      0.00484820     -0.03085886
 2562     -0.00201202     -0.06106444
 2563      0.01668156     -0.04050537
 2564     -0.01402697     -0.02378073
 2565     -0.02961359     -0.03612762
 2566     -0.02578506     -0.05049912
 2567      0.02304052     -0.04179585
 2568      0.01248554     -0.02846836
 2569     -0.01046040     -0.02734362
 2570     -0.03680420     -0.02377590
 2571     -0.03645498     -0.02077544
 2572     -0.02949993     -0.03871287
 2573     -0.02307727     -0.02081794
 2574     -0.01609414     -0.01684391
 2575     -0.03265743     -0.01988022
 2576     -0.01418583     -0.03847284
 2577     -0.03709308     -0.02151501
 2578     -0.03760917     -0.03386217
 2579     -0.03448097     -0.07084077
 2580     -0.01591246     -0.01946019
 2581     -0.02874820     -0.06206395
 2582     -0.03557607     -0.01889629
 2583     -0.01555497     -0.01832915
 2584     -0.02554100     -0.04006547
 2585     -0.02731360     -0.01557867
 2586     -0.00726588     -0.02883196
 2587     -0.03090932     -0.02181219
 2588      0.01198039     -0.03059533
 2589     -0.01959491     -0.07475226
 2590     -0.03154325     -0.03460615
 2591     -0.03008288     -0.01731258
 2592     -0.03291496     -0.01686975
 2593     -0.02320000     -0.01616477
 2594     -0.03600022     -0.01869552
 2595     -0.03225944     -0.02651749
 2596     -0.00514933     -0.02862850
 2597     -0.01945689     -0.04329653
 2598     -0.03633724     -0.02247984
 2599     -0.03764805     -0.04771735
 2600      0.01093869     -0.02864399
 2601     -0.01881299     -0.01887017
 2602     -0.03451044     -0.02138119
 2603      0.01016673     -0.02538443
 2604     -0.03534172     -0.02179014
 2605      0.02033019     -0.02730090
 2606     -0.01211216     -0.03053031
 2607     -0.03734296     -0.02429343
 2608     -0.01859391     -0.04210510
 2609     -0.03699348     -0.02163032
 2610     -0.02164556     -0.03299670
 2611     -0.03668755     -0.04170758
 2612      0.01615231     -0.03567385
 2613     -0.00242644     -0.02857530
 2614     -0.03159450     -0.03295851
 2615     -0.03589936     -0.03860929
 2616     -0.01228698     -0.02995982
 2617     -0.03110263     -0.01488767
 2618     -0.00685996     -0.02785497
 2619     -0.03613757     -0.02406758
 2620     -0.02247772     -0.02183340
 2621     -0.01197126     -0.02733160
 2622     -0.02817641     -0.03040430
 2623     -0.01723838     -0.02711888
 2624     -0.01056568     -0.02135447
 2625     -0.01256019     -0.01800203
 2626     -0.02859633     -0.03432834
 2627     -0.02675776     -0.02103933
 2628     -0.00779307     -0.04219034
 2629     -0.03311307     -0.02880117
 2630     -0.03426257     -0.02376822
 2631     -0.03049853     -0.03618587
 2632      0.01761122     -0.02738814
 2633      0.00742856     -0.03126734
 2634     -0.00987896     -0.02039241
 2635     -0.00483638     -0.03638663
 2636      0.02046157     -0.05948222
 2637     -0.01999334     -0.05102515
 2638      0.02547740     -0.05009077
 2639     -0.00568643     -0.03393726
 2640     -0.01383465     -0.03295807
 2641     -0.00509007     -0.05055497
 2642     -0.03572273     -0.04270835
 2643      0.00270209     -0.01952275
 2644     -0.01812400     -0.01881921
 2645     -0.03751322     -0.03058591
 2646     -0.01974677     -0.01777906
 2647     -0.02590571     -0.02374855
 2648     -0.01068123     -0.02819505
 2649     -0.03750228     -0.03018003
 2650     -0.01210584     -0.05055497
 2651     -0.03741340     -0.03015644
 2652      0.03134252     -0.06777109
 2653     -0.03671533     -0.02909129
 2654      0.01131253     -0.06203067
 2655      0.00443862     -0.02133477
 2656     -0.01843638     -0.03043096
 2657     -0.00687427     -0.02642893
 2658     -0.03692030     -0.02742447
 2659     -0.03654071     -0.05971188
 2660     -0.00424334     -0.06004596
 2661     -0.03407087     -0.02036764
 2662     -0.03524867     -0.01462679
 2663     -0.03019154     -0.03047573
 2664     -0.02414108     -0.02453064
 2665     -0.03788925     -0.01933897
 2666     -0.02368256     -0.04937968
 2667     -0.03303300     -0.01881250
 2668     -0.03593993     -0.02853935
 2669     -0.03106156     -0.02270014
 2670     -0.00179124     -0.03051128
 2671      0.00080150     -0.03374575
 2672     -0.03291438     -0.02981577
 2673     -0.00166713     -0.01732251
 2674     -0.03754805     -0.06397795
 2675     -0.02478951     -0.01305448
 2676     -0.03375398     -0.02711888
 2677     -0.00409787     -0.02912381
 2678     -0.02089493     -0.02289350
 2679     -0.01255978     -0.01117883
 2680     -0.01692802     -0.00832168
 2681     -0.03685046     -0.06531615
 2682      0.01172053     -0.09813780
 2683     -0.03620266     -0.01755989
 2684     -0.02442977     -0.03219326
 2685     -0.00961852     -0.05549425
 2686     -0.01234414     -0.03033755
 2687     -0.03868744     -0.03728666
 2688     -0.00420464     -0.03021019
 2689     -0.03631800     -0.05773508
 2690     -0.01097758     -0.02751130
 2691     -0.02653426     -0.03916070
 2692     -0.00661458     -0.02889219
 2693     -0.03786519     -0.02502053
 2694      0.00229037     -0.03338598
 2695      0.02607030     -0.03105720
 2696     -0.03429493     -0.01463984
 2697     -0.03052988     -0.01382774
 2698     -0.03076897     -0.01409348
 2699     -0.03702831     -0.06220912
 2700     -0.00604353     -0.02820244
 2701     -0.01731802     -0.01497281
 2702     -0.01287994     -0.03269690
 2703     -0.02617474     -0.01838482
 2704     -0.02804308     -0.02021766
 2705     -0.03004764     -0.04098925
 2706     -0.03174659     -0.01061956
 2707     -0.03718598     -0.03523263
 2708     -0.01471841     -0.02702361
 2709     -0.00048302     -0.02847391
 2710     -0.03776037     -0.01405279
 2711     -0.02894986     -0.01897585
 2712     -0.03692808     -0.03724632
 2713     -0.01246537     -0.01867679
 2714     -0.03402146     -0.01881121
 2715     -0.01616820     -0.03853051
 2716     -0.01907065     -0.02373347
 2717     -0.03580865     -0.02210648
 2718      0.00163925     -0.05417490
 2719     -0.03492663     -0.02707963
 2720     -0.01557264     -0.01039353
 2721      0.00673948     -0.03104838
 2722     -0.00939445     -0.02952664
 2723     -0.01471924     -0.03106874
 2724     -0.00414506     -0.01590881
 2725     -0.02492884     -0.03247034
 2726     -0.03588778     -0.01542997
 2727     -0.02592708     -0.02143082
 2728     -0.00654908     -0.02293600
 2729     -0.03434412     -0.02099286
 2730      0.01754974     -0.08087841
 2731     -0.00245878     -0.04477150
 2732     -0.01482370     -0.03412935
 2733     -0.03715687     -0.01716708
 2734     -0.03632557     -0.01699897
 2735     -0.03360620     -0.00917369
 2736     -0.03669209     -0.05717978
 2737     -0.03379982     -0.03541754
 2738     -0.02382024     -0.02674653
 2739     -0.00385505     -0.05136466
 2740     -0.02574925     -0.02710651
 2741     -0.03669402     -0.04201958
 2742     -0.03587962     -0.02881187
 2743     -0.00567436     -0.02780448
 2744     -0.03112769     -0.02423098
 2745      0.00049826     -0.02586935
 2746     -0.03774076     -0.02662083
 2747     -0.00618331     -0.02854612
 2748      0.00020583     -0.04121869
 2749     -0.03687940     -0.05209203
 2750     -0.01217616     -0.03452074
 2751     -0.03563379     -0.03257747
 2752     -0.03619802     -0.06401728
 2753     -0.03327724     -0.01190445
 2754     -0.03548619     -0.01818470
 2755     -0.03022525     -0.01887255
 2756     -0.00339604     -0.03001155
 2757     -0.01751203     -0.01706001
 2758     -0.02984386     -0.05059668
 2759     -0.03725712     -0.01646658
 2760     -0.02619764     -0.02072111
 2761     -0.03003137     -0.01220505
 2762     -0.02657485     -0.02869510
 2763     -0.03567691     -0.02301403
 2764     -0.01169208     -0.06059872
 2765     -0.00055169     -0.02956336
 2766     -0.03191228     -0.03120500
 2767     -0.01779511     -0.01696248
 2768     -0.02245459     -0.02109161
 2769     -0.03780209     -0.02128400
 2770     -0.03745314     -0.03840343
 2771     -0.02860048     -0.02716497
 2772     -0.00795133     -0.02198889
 2773     -0.00860787     -0.03302874
 2774     -0.00402376     -0.04710671
 2775     -0.02253970     -0.02257735
 2776     -0.03165798     -0.02447385
 2777     -0.03597000     -0.02483419
 2778     -0.03706975     -0.02189136
 2779     -0.03175540     -0.03072944
 2780     -0.03521798     -0.02256282
 2781     -0.02464539     -0.03306462
 2782     -0.03560582     -0.02470033
 2783      0.01028489     -0.02265752
 2784     -0.03000709     -0.00152206
 2785     -0.03161936     -0.03910989
 2786     -0.03531348     -0.02201056
 2787     -0.01881207     -0.02020542
 2788     -0.03200027     -0.02087190
 2789      0.01408543     -0.01645346
 2790     -0.03712257     -0.01978547
 2791     -0.01730014     -0.03236493
 2792     -0.03120741     -0.01885229
 2793     -0.01427102     -0.02242507
 2794     -0.03342958     -0.02172392
 2795     -0.01359512     -0.01770619
 2796     -0.03661087     -0.02776187
 2797     -0.00421211     -0.03061786
 2798     -0.03282414     -0.04413817
 2799     -0.00945807     -0.02718022
 2800     -0.02789680     -0.04759500
 2801     -0.01401059     -0.02216419
 2802     -0.01858305     -0.01042867
 2803     -0.03132125     -0.01959841
 2804      0.01088689     -0.04674228
 2805     -0.03040524     -0.02201503
 2806     -0.03398728     -0.05511646
 2807     -0.01211083     -0.02140675
 2808     -0.03745602     -0.01388052
 2809     -0.01446642     -0.02216841
 2810     -0.03492636     -0.04608694
 2811     -0.03671744     -0.02135747
 2812     -0.02989252     -0.02670844
 2813      0.01430764     -0.02494930
 2814     -0.00450420     -0.02555259
 2815     -0.02192793     -0.01964647
 2816     -0.00709861     -0.02293600
 2817     -0.00845134     -0.01949423
 2818     -0.03002104     -0.02910159
 2819      0.00486334     -0.03369077
 2820     -0.02913706     -0.02223413
 2821     -0.03867674     -0.02631059
 2822     -0.00761533     -0.02699733
 2823     -0.01489236     -0.02769123
 2824     -0.00221060     -0.02083664
 2825     -0.02464886     -0.03177122
 2826     -0.01304180     -0.03310109
 2827     -0.02263988     -0.01673236
 2828     -0.03479659     -0.03844645
 2829     -0.02619433     -0.03617753
 2830     -0.03353811     -0.02033656
 2831     -0.03113743     -0.01932020
 2832     -0.03243494     -0.01887636
 2833     -0.03691641     -0.01455944
 2834     -0.03770873     -0.01997373
 2835     -0.03476039     -0.04424884
 2836      0.00061559     -0.02874886
 2837     -0.03184286     -0.05054127
 2838     -0.02705115     -0.02585138
 2839     -0.03772256     -0.03556295
 2840     -0.00797487     -0.05068751
 2841     -0.02607676     -0.03086966
 2842      0.01712176     -0.03006240
 2843     -0.03486147     -0.02867504
 2844     -0.03647717     -0.10015592
 2845     -0.01196286     -0.03061970
 2846     -0.03756814     -0.04122879
 2847     -0.03783413     -0.01844518
 2848      0.00815307     -0.03706340
 2849     -0.00543783     -0.07711282
 2850     -0.03775367     -0.03216638
 2851     -0.00687973     -0.02891907
 2852     -0.01666355     -0.02943099
 2853     -0.02550790     -0.05537300
 2854      0.02914234     -0.04185749
 2855     -0.02277901     -0.02297629
 2856     -0.02412063     -0.01956585
 2857     -0.02807008     -0.02806593
 2858     -0.02975468     -0.04842807
 2859     -0.02665329     -0.01679239
 2860     -0.01190945     -0.05241328
 2861     -0.02052673     -0.02049229
 2862      0.02072557     -0.03313441
 2863     -0.01472496     -0.02204048
 2864     -0.02830421     -0.02579987
 2865     -0.03363831     -0.02450587
 2866     -0.02311384     -0.02255281
 2867     -0.03787449     -0.01881925
 2868     -0.02817928     -0.02255281
 2869     -0.03777490     -0.01621176
 2870     -0.03680331     -0.02289845
 2871     -0.00800009     -0.03107021
 2872     -0.03171750     -0.04187146
 2873     -0.03658893     -0.03037835
 2874     -0.02686715     -0.01256740
 2875     -0.03585815     -0.03111054
 2876     -0.02673659     -0.02855933
 2877     -0.02643565     -0.03564136
 2878     -0.03674184     -0.04789164
 2879     -0.01545535     -0.01975495
 2880     -0.01719852     -0.03027318
 2881     -0.03169071     -0.03102430
 2882     -0.01882337     -0.02490713
 2883     -0.02495535     -0.01851675
 2884     -0.01776600     -0.04017952
 2885     -0.03015282     -0.02247522
 2886     -0.03867418     -0.05206200
 2887     -0.03703783     -0.01201759
 2888     -0.02464469     -0.02156503
 2889     -0.02886296     -0.03110241
 2890     -0.01295596     -0.02638513
 2891     -0.00632934     -0.05107416
 2892     -0.02445267      0.06378045
 2893     -0.03580716     -0.00863669
 2894     -0.03674435     -0.02818466
 2895     -0.03792231     -0.03512674
 2896     -0.03615554     -0.01615937
 2897     -0.03443184     -0.02300438
 2898     -0.03218531     -0.02663127
 2899     -0.01916910     -0.05573472
 2900     -0.02755496     -0.01868129
 2901     -0.03708148     -0.02939043
 2902     -0.00449214     -0.02634880
 2903      0.00165745     -0.03326688
 2904     -0.01871663     -0.01588659
 2905     -0.03370156     -0.03153691
 2906     -0.01094109     -0.01748702
 2907     -0.02106141     -0.02933287
 2908     -0.02298577     -0.02327253
 2909      0.03256273     -0.06587791
 2910     -0.03166215     -0.03017851
 2911     -0.01314812     -0.02286143
 2912     -0.03744930     -0.02500538
 2913     -0.01593823     -0.01398147
 2914     -0.03357441     -0.02557225
 2915      0.00369786     -0.02762764
 2916     -0.03749973     -0.02469542
 2917     -0.03647351     -0.05247064
 2918     -0.01736644      0.02584498
 2919     -0.03661269     -0.02715152
 2920     -0.01270188     -0.01513176
 2921     -0.03787364     -0.02403119
 2922     -0.02084871     -0.02464927
 2923     -0.03775727     -0.02394185
 2924     -0.03345250     -0.02805849
 2925     -0.01655218     -0.02981028
 2926      0.00570303     -0.02459892
 2927     -0.02949605     -0.04636026
 2928      0.00104344     -0.03127318
 2929     -0.01351841     -0.02095252
 2930     -0.02150010     -0.02845671
 2931     -0.03744175     -0.02692124
 2932     -0.03781857     -0.03837155
 2933     -0.03747611     -0.03038300
 2934     -0.03348138     -0.02911884
 2935     -0.01420629     -0.02146302
 2936     -0.03841005     -0.01756698
 2937     -0.00982212     -0.02002056
 2938     -0.01903633     -0.02126531
 2939     -0.02482042     -0.02831042
 2940     -0.03671660     -0.02223458
 2941     -0.02102651     -0.02865541
 2942     -0.00146494     -0.02908352
 2943      0.00247223     -0.02974395
 2944     -0.03432880     -0.05177935
 2945     -0.03650895     -0.01330627
 2946     -0.02939611     -0.01515870
 2947     -0.03293932     -0.01506743
 2948     -0.01987476     -0.01751525
 2949     -0.03700674     -0.02954951
 2950     -0.01454196     -0.03410628
 2951     -0.02654207     -0.02525609
 2952     -0.02689991     -0.01282737
 2953     -0.03352210     -0.02680389
 2954     -0.03554312     -0.02146264
 2955     -0.03713380     -0.02152582
